#separator:,
#html:true
#if matches:keep both
#notetype:Spanish Conjugation
#deck:Spanish::conjugación::All verbs::pretérito imperfecto: yo, tú, él
#columns:question,infinitivo,polski,english,person,case,conj_espanol,conj_polski,irregular,hint,tags
"sentir, tú, pretérito imperfecto",sentir,czuć,to feel,tu,pret_imperfecto,sentías,,false,,
"sentir, él, pretérito imperfecto",sentir,czuć,to feel,el,pret_imperfecto,sentía,,false,,
"ser, yo, pretérito imperfecto",ser,być,to be,yo,pret_imperfecto,<em>er</em>a,,true,ser,conjugation::basic-verb
"ser, tú, pretérito imperfecto",ser,być,to be,tu,pret_imperfecto,<em>er</em>as,,true,ser,conjugation::basic-verb
"ser, él, pretérito imperfecto",ser,być,to be,el,pret_imperfecto,<em>er</em>a,,true,ser,conjugation::basic-verb
"soler, yo, pretérito imperfecto",soler,mieć w zwyczaju,to use to,yo,pret_imperfecto,solía,,false,,
"soler, tú, pretérito imperfecto",soler,mieć w zwyczaju,to use to,tu,pret_imperfecto,solías,,false,,
"soler, él, pretérito imperfecto",soler,mieć w zwyczaju,to use to,el,pret_imperfecto,solía,,false,,
"suponer, yo, pretérito imperfecto",suponer,przypuszczać,to suppose,yo,pret_imperfecto,suponía,,false,,
"suponer, tú, pretérito imperfecto",suponer,przypuszczać,to suppose,tu,pret_imperfecto,suponías,,false,,
"suponer, él, pretérito imperfecto",suponer,przypuszczać,to suppose,el,pret_imperfecto,suponía,,false,,
"sustituir, yo, pretérito imperfecto",sustituir,zastępować,to substitute,yo,pret_imperfecto,sustituía,,false,,
"sustituir, tú, pretérito imperfecto",sustituir,zastępować,to substitute,tu,pret_imperfecto,sustituías,,false,,
"sustituir, él, pretérito imperfecto",sustituir,zastępować,to substitute,el,pret_imperfecto,sustituía,,false,,
"tener, yo, pretérito imperfecto",tener,mieć,to have,yo,pret_imperfecto,tenía,,false,,conjugation::basic-verb
"tener, tú, pretérito imperfecto",tener,mieć,to have,tu,pret_imperfecto,tenías,,false,,conjugation::basic-verb
"tener, él, pretérito imperfecto",tener,mieć,to have,el,pret_imperfecto,tenía,,false,,conjugation::basic-verb
"tocar, yo, pretérito imperfecto",tocar,dotykać,to touch,yo,pret_imperfecto,tocaba,,false,,
"tocar, tú, pretérito imperfecto",tocar,dotykać,to touch,tu,pret_imperfecto,tocabas,,false,,
"tocar, él, pretérito imperfecto",tocar,dotykać,to touch,el,pret_imperfecto,tocaba,,false,,
"traducir, yo, pretérito imperfecto",traducir,tłumaczyć,to translate,yo,pret_imperfecto,traducía,,false,,
"traducir, tú, pretérito imperfecto",traducir,tłumaczyć,to translate,tu,pret_imperfecto,traducías,,false,,
"traducir, él, pretérito imperfecto",traducir,tłumaczyć,to translate,el,pret_imperfecto,traducía,,false,,
"traer, yo, pretérito imperfecto",traer,przynieść,to bring,yo,pret_imperfecto,traía,,false,,
"traer, tú, pretérito imperfecto",traer,przynieść,to bring,tu,pret_imperfecto,traías,,false,,
"traer, él, pretérito imperfecto",traer,przynieść,to bring,el,pret_imperfecto,traía,,false,,
"tratar, yo, pretérito imperfecto",tratar,próbować,to treat,yo,pret_imperfecto,trataba,,false,,
"tratar, tú, pretérito imperfecto",tratar,próbować,to treat,tu,pret_imperfecto,tratabas,,false,,
"tratar, él, pretérito imperfecto",tratar,próbować,to treat,el,pret_imperfecto,trataba,,false,,
"utilizar, yo, pretérito imperfecto",utilizar,używać,to use,yo,pret_imperfecto,utilizaba,,false,,
"utilizar, tú, pretérito imperfecto",utilizar,używać,to use,tu,pret_imperfecto,utilizabas,,false,,
"utilizar, él, pretérito imperfecto",utilizar,używać,to use,el,pret_imperfecto,utilizaba,,false,,
"vencer, yo, pretérito imperfecto",vencer,pokonać,to defeat,yo,pret_imperfecto,vencía,,false,,
"vencer, tú, pretérito imperfecto",vencer,pokonać,to defeat,tu,pret_imperfecto,vencías,,false,,
"vencer, él, pretérito imperfecto",vencer,pokonać,to defeat,el,pret_imperfecto,vencía,,false,,
"venir, yo, pretérito imperfecto",venir,przychodzić,to come,yo,pret_imperfecto,venía,,false,,conjugation::basic-verb
"venir, tú, pretérito imperfecto",venir,przychodzić,to come,tu,pret_imperfecto,venías,,false,,conjugation::basic-verb
"venir, él, pretérito imperfecto",venir,przychodzić,to come,el,pret_imperfecto,venía,,false,,conjugation::basic-verb
"ver, yo, pretérito imperfecto",ver,oglądać,to see,yo,pret_imperfecto,v<em>e</em>ía,,true,,conjugation::basic-verb
"ver, tú, pretérito imperfecto",ver,oglądać,to see,tu,pret_imperfecto,v<em>e</em>ías,,true,,conjugation::basic-verb
"ver, él, pretérito imperfecto",ver,oglądać,to see,el,pret_imperfecto,v<em>e</em>ía,,true,,conjugation::basic-verb
"vestir, yo, pretérito imperfecto",vestir,nosić,to wear,yo,pret_imperfecto,vestía,,false,vestir,
"vestir, tú, pretérito imperfecto",vestir,nosić,to wear,tu,pret_imperfecto,vestías,,false,vestir,
"vestir, él, pretérito imperfecto",vestir,nosić,to wear,el,pret_imperfecto,vestía,,false,vestir,
"vestirse, yo, pretérito imperfecto",vestirse,ubierać się,to get dressed,yo,pret_imperfecto,me vestía,,false,,
"vestirse, tú, pretérito imperfecto",vestirse,ubierać się,to get dressed,tu,pret_imperfecto,te vestías,,false,,
"vestirse, él, pretérito imperfecto",vestirse,ubierać się,to get dressed,el,pret_imperfecto,se vestía,,false,,
"volar, yo, pretérito imperfecto",volar,latać,to fly,yo,pret_imperfecto,volaba,,false,,
"volar, tú, pretérito imperfecto",volar,latać,to fly,tu,pret_imperfecto,volabas,,false,,
"volar, él, pretérito imperfecto",volar,latać,to fly,el,pret_imperfecto,volaba,,false,,
"volver, yo, pretérito imperfecto",volver,wracać,to return,yo,pret_imperfecto,volvía,,false,,conjugation::basic-verb
"volver, tú, pretérito imperfecto",volver,wracać,to return,tu,pret_imperfecto,volvías,,false,,conjugation::basic-verb
"volver, él, pretérito imperfecto",volver,wracać,to return,el,pret_imperfecto,volvía,,false,,conjugation::basic-verb
